Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Year,Listed?,Status,Rank
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2016,1,In,86
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2017,1,In,90
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2018,1,In,100
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2019,1,In,106
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2020,1,In,107
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2021,1,In,101
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2022,1,In,105
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2019,1,New,19
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2020,1,In,108
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2021,1,In,102
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2022,1,In,106
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2011,1,New,19
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2012,1,In,71
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2013,1,In,72
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2014,1,In,79
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2015,0,Exit,10
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2004,1,In,31
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2005,1,In,31
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2006,1,In,41
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2007,1,In,40
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2008,1,In,42
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2009,1,In,50
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2010,1,In,51
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2011,1,In,57
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2012,1,In,72
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2013,1,In,73
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2014,1,In,80
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2015,1,In,90
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2016,1,In,91
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2017,1,In,95
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2018,1,In,105
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2019,1,In,111
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2020,1,In,114
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2021,1,In,106
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2022,1,In,111
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2011,1,New,20
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2012,1,In,75
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2013,0,Exit,12
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2005,1,New,11
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2006,1,In,44
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2007,1,In,45
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2008,1,In,47
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2009,1,In,55
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2010,1,In,57
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2011,1,In,62
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2012,1,In,81
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2013,1,In,82
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2014,1,In,91
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2015,1,In,101
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2016,1,In,102
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2017,1,In,108
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2018,1,In,117
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2019,1,In,124
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2020,1,In,128
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2021,1,In,117
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2022,1,In,125
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2010,1,New,14
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2011,1,In,64
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2012,1,In,84
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2013,1,In,85
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2014,1,In,94
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2015,1,In,104
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2016,1,In,105
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2017,1,In,110
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2018,1,In,119
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2019,1,In,127
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2020,1,In,131
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2021,1,In,119
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2022,1,In,127
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2005,1,New,12
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2006,1,In,46
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2007,0,Exit,19
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2010,1,New,15
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2011,0,Exit,9
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2015,1,New,17
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2016,1,In,107
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2017,1,In,113
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2018,0,Exit,16
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2018,1,New,23
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2019,0,Exit,13
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2008,1,New,14
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2009,1,In,62
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2010,1,In,63
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2011,1,In,69
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2012,1,In,94
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2013,1,In,94
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2014,1,In,102
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2015,1,In,111
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2016,1,In,113
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2017,0,Exit,23
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2020,1,New,17
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2021,1,In,126
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2022,1,In,135
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2005,1,New,15
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2006,1,In,51
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2007,1,In,51
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2008,1,In,54
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2009,1,In,63
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2010,1,In,64
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2011,1,In,71
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2012,1,In,96
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2013,1,In,96
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2014,1,In,104
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2015,1,In,114
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2016,1,In,116
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2017,1,In,123
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2018,1,In,130
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2019,1,In,140
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2020,1,In,144
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2021,1,In,129
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2022,1,In,138
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2004,1,In,41
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2005,1,In,40
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2006,1,In,54
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2007,1,In,53
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2008,1,In,56
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2009,1,In,67
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2010,1,In,68
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2011,1,In,76
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2012,1,In,102
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2013,1,In,102
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2014,1,In,111
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2015,1,In,121
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2016,1,In,123
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2017,1,In,131
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2018,1,In,137
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2019,1,In,148
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2020,1,In,154
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2021,1,In,139
prada,Luxury,19,19,1913,111,111,100 to 200 Years,2022,1,In,145
ralph lauren collection,Luxury,16,2,1967,57,57,50 to 100 Years,2007,1,New,13
ralph lauren collection,Luxury,16,2,1967,57,57,50 to 100 Years,2008,0,Exit,10
ralph lauren collection,Luxury,16,2,1967,57,57,50 to 100 Years,2021,1,New,21
ralph lauren collection,Luxury,16,2,1967,57,57,50 to 100 Years,2022,0,Exit,15
ralph rucci,Luxury,9,1,1994,30,30,20 to 50 Years,2014,1,New,24
ralph rucci,Luxury,9,1,1994,30,30,20 to 50 Years,2015,0,Exit,14
roger vivier,Luxury,8,8,1937,87,87,50 to 100 Years,2015,1,New,23
roger vivier,Luxury,8,8,1937,87,87,50 to 100 Years,2016,1,In,135
roger vivier,Luxury,8,8,1937,87,87,50 to 100 Years,2017,1,In,143
roger vivier,Luxury,8,8,1937,87,87,50 to 100 Years,2018,1,In,150
roger vivier,Luxury,8,8,1937,87,87,50 to 100 Years,2019,1,In,158
roger vivier,Luxury,8,8,1937,87,87,50 to 100 Years,2020,1,In,165
roger vivier,Luxury,8,8,1937,87,87,50 to 100 Years,2021,1,In,149
roger vivier,Luxury,8,8,1937,87,87,50 to 100 Years,2022,1,In,158
saint laurent,Luxury,10,10,2012,12,12,10 to 20 Years,2013,1,New,16
saint laurent,Luxury,10,10,2012,12,12,10 to 20 Years,2014,1,In,129
saint laurent,Luxury,10,10,2012,12,12,10 to 20 Years,2015,1,In,136
saint laurent,Luxury,10,10,2012,12,12,10 to 20 Years,2016,1,In,137
saint laurent,Luxury,10,10,2012,12,12,10 to 20 Years,2017,1,In,145
saint laurent,Luxury,10,10,2012,12,12,10 to 20 Years,2018,1,In,154
saint laurent,Luxury,10,10,2012,12,12,10 to 20 Years,2019,1,In,163
saint laurent,Luxury,10,10,2012,12,12,10 to 20 Years,2020,1,In,171
saint laurent,Luxury,10,10,2012,12,12,10 to 20 Years,2021,1,In,155
saint laurent,Luxury,10,10,2012,12,12,10 to 20 Years,2022,1,In,163
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2004,1,In,44
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2005,1,In,43
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2006,1,In,60
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2007,1,In,59
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2008,1,In,63
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2009,1,In,75
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2010,1,In,75
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2011,1,In,85
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2012,1,In,117
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2013,1,In,120
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2014,1,In,130
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2015,1,In,137
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2016,1,In,138
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2017,1,In,146
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2018,1,In,156
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2019,1,In,165
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2020,1,In,173
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2021,1,In,157
salvatore ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,2022,1,In,165
the row,Luxury,10,10,2006,18,18,10 to 20 Years,2013,1,New,20
the row,Luxury,10,10,2006,18,18,10 to 20 Years,2014,1,In,143
the row,Luxury,10,10,2006,18,18,10 to 20 Years,2015,1,In,152
the row,Luxury,10,10,2006,18,18,10 to 20 Years,2016,1,In,156
the row,Luxury,10,10,2006,18,18,10 to 20 Years,2017,1,In,166
the row,Luxury,10,10,2006,18,18,10 to 20 Years,2018,1,In,174
the row,Luxury,10,10,2006,18,18,10 to 20 Years,2019,1,In,183
the row,Luxury,10,10,2006,18,18,10 to 20 Years,2020,1,In,193
the row,Luxury,10,10,2006,18,18,10 to 20 Years,2021,1,In,173
the row,Luxury,10,10,2006,18,18,10 to 20 Years,2022,1,In,181
theirry mugler,Luxury,6,1,1973,51,51,50 to 100 Years,2017,1,New,41
theirry mugler,Luxury,6,1,1973,51,51,50 to 100 Years,2018,0,Exit,31
tod's,Luxury,19,7,1920,104,104,100 to 200 Years,2004,1,In,48
tod's,Luxury,19,7,1920,104,104,100 to 200 Years,2005,1,In,46
tod's,Luxury,19,7,1920,104,104,100 to 200 Years,2006,1,In,66
tod's,Luxury,19,7,1920,104,104,100 to 200 Years,2007,1,In,67
tod's,Luxury,19,7,1920,104,104,100 to 200 Years,2008,1,In,71
tod's,Luxury,19,7,1920,104,104,100 to 200 Years,2009,1,In,84
tod's,Luxury,19,7,1920,104,104,100 to 200 Years,2010,1,In,85
tod's,Luxury,19,7,1920,104,104,100 to 200 Years,2011,0,Exit,15
tom ford,Luxury,10,10,2005,19,19,10 to 20 Years,2013,1,New,21
tom ford,Luxury,10,10,2005,19,19,10 to 20 Years,2014,1,In,148
tom ford,Luxury,10,10,2005,19,19,10 to 20 Years,2015,1,In,156
tom ford,Luxury,10,10,2005,19,19,10 to 20 Years,2016,1,In,160
tom ford,Luxury,10,10,2005,19,19,10 to 20 Years,2017,1,In,170
tom ford,Luxury,10,10,2005,19,19,10 to 20 Years,2018,1,In,178
tom ford,Luxury,10,10,2005,19,19,10 to 20 Years,2019,1,In,187
tom ford,Luxury,10,10,2005,19,19,10 to 20 Years,2020,1,In,197
tom ford,Luxury,10,10,2005,19,19,10 to 20 Years,2021,1,In,177
tom ford,Luxury,10,10,2005,19,19,10 to 20 Years,2022,1,In,185
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2004,1,In,51
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2005,1,In,48
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2006,1,In,69
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2007,1,In,70
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2008,1,In,74
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2009,1,In,87
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2010,1,In,87
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2011,1,In,98
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2012,1,In,135
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2013,1,In,138
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2014,1,In,151
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2015,1,In,159
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2016,1,In,162
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2017,1,In,173
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2018,1,In,182
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2019,1,In,191
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2020,1,In,201
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2021,1,In,180
valentino,Luxury,19,19,1960,64,64,50 to 100 Years,2022,1,In,189
valentino garavani,Luxury,6,6,1960,64,64,50 to 100 Years,2017,1,New,43
valentino garavani,Luxury,6,6,1960,64,64,50 to 100 Years,2018,1,In,183
valentino garavani,Luxury,6,6,1960,64,64,50 to 100 Years,2019,1,In,192
valentino garavani,Luxury,6,6,1960,64,64,50 to 100 Years,2020,1,In,202
valentino garavani,Luxury,6,6,1960,64,64,50 to 100 Years,2021,1,In,181
valentino garavani,Luxury,6,6,1960,64,64,50 to 100 Years,2022,1,In,190
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2006,1,New,28
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2007,1,In,74
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2008,1,In,78
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2009,1,In,89
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2010,1,In,89
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2011,1,In,100
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2012,1,In,137
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2013,1,In,140
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2014,1,In,152
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2015,1,In,161
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2016,1,In,164
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2017,1,In,175
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2018,1,In,185
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2019,1,In,194
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2020,1,In,205
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2021,1,In,184
versace,Luxury,17,17,1978,46,46,20 to 50 Years,2022,1,In,193
victoria beckham,Luxury,8,8,2008,16,16,10 to 20 Years,2015,1,New,30
victoria beckham,Luxury,8,8,2008,16,16,10 to 20 Years,2016,1,In,165
victoria beckham,Luxury,8,8,2008,16,16,10 to 20 Years,2017,1,In,176
victoria beckham,Luxury,8,8,2008,16,16,10 to 20 Years,2018,1,In,186
victoria beckham,Luxury,8,8,2008,16,16,10 to 20 Years,2019,1,In,195
victoria beckham,Luxury,8,8,2008,16,16,10 to 20 Years,2020,1,In,206
victoria beckham,Luxury,8,8,2008,16,16,10 to 20 Years,2021,1,In,185
victoria beckham,Luxury,8,8,2008,16,16,10 to 20 Years,2022,1,In,195
what goes around comes around,Luxury,13,3,1993,31,31,20 to 50 Years,2010,1,New,27
what goes around comes around,Luxury,13,3,1993,31,31,20 to 50 Years,2011,1,In,102
what goes around comes around,Luxury,13,3,1993,31,31,20 to 50 Years,2012,1,In,139
what goes around comes around,Luxury,13,3,1993,31,31,20 to 50 Years,2013,0,Exit,19
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2005,1,New,29
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2006,1,In,74
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2007,1,In,77
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2008,1,In,81
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2009,1,In,94
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2010,1,In,94
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2011,1,In,105
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2012,1,In,142
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2013,1,In,146
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2014,1,In,159
yves saint laurent,Luxury,18,10,1961,63,63,50 to 100 Years,2015,0,Exit,20
zuhair murad,Luxury,8,7,1997,27,27,20 to 50 Years,2015,1,New,32
zuhair murad,Luxury,8,7,1997,27,27,20 to 50 Years,2016,1,In,174
zuhair murad,Luxury,8,7,1997,27,27,20 to 50 Years,2017,1,In,186
zuhair murad,Luxury,8,7,1997,27,27,20 to 50 Years,2018,1,In,195
zuhair murad,Luxury,8,7,1997,27,27,20 to 50 Years,2019,1,In,206
zuhair murad,Luxury,8,7,1997,27,27,20 to 50 Years,2020,1,In,216
zuhair murad,Luxury,8,7,1997,27,27,20 to 50 Years,2021,0,Exit,53
zuhair murad,Luxury,8,7,1997,27,27,20 to 50 Years,2022,1,New,54
akris,Premium,16,16,2002,22,22,20 to 50 Years,2007,1,New,2
akris,Premium,16,16,2002,22,22,20 to 50 Years,2008,1,In,2
akris,Premium,16,16,2002,22,22,20 to 50 Years,2009,1,In,2
akris,Premium,16,16,2002,22,22,20 to 50 Years,2010,1,In,2
akris,Premium,16,16,2002,22,22,20 to 50 Years,2011,1,In,3
akris,Premium,16,16,2002,22,22,20 to 50 Years,2012,1,In,3
akris,Premium,16,16,2002,22,22,20 to 50 Years,2013,1,In,3
akris,Premium,16,16,2002,22,22,20 to 50 Years,2014,1,In,4
akris,Premium,16,16,2002,22,22,20 to 50 Years,2015,1,In,5
akris,Premium,16,16,2002,22,22,20 to 50 Years,2016,1,In,5
akris,Premium,16,16,2002,22,22,20 to 50 Years,2017,1,In,6
akris,Premium,16,16,2002,22,22,20 to 50 Years,2018,1,In,7
akris,Premium,16,16,2002,22,22,20 to 50 Years,2019,1,In,5
akris,Premium,16,16,2002,22,22,20 to 50 Years,2020,1,In,6
akris,Premium,16,16,2002,22,22,20 to 50 Years,2021,1,In,7
akris,Premium,16,16,2002,22,22,20 to 50 Years,2022,1,In,8
alex perry,Premium,3,3,2009,15,15,10 to 20 Years,2020,1,New,2
alex perry,Premium,3,3,2009,15,15,10 to 20 Years,2021,1,In,9
alex perry,Premium,3,3,2009,15,15,10 to 20 Years,2022,1,In,10
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2011,1,New,2
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2012,1,In,7
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2013,1,In,7
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2014,1,In,8
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2015,1,In,9
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2016,1,In,9
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2017,1,In,10
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2018,0,Exit,1
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2019,1,New,3
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2020,1,In,10
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2021,1,In,11
alexandre birman,Premium,12,11,2008,16,16,10 to 20 Years,2022,1,In,12
alexandre vauthier,Premium,3,3,2011,13,13,10 to 20 Years,2020,1,New,3
alexandre vauthier,Premium,3,3,2011,13,13,10 to 20 Years,2021,1,In,12
alexandre vauthier,Premium,3,3,2011,13,13,10 to 20 Years,2022,1,In,13
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2012,1,New,4
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2013,1,In,9
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2014,1,In,11
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2015,1,In,12
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2016,1,In,12
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2017,1,In,14
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2018,1,In,15
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2019,1,In,13
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2020,1,In,14
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2021,1,In,16
altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,2022,1,In,17
ambush,Premium,2,1,2014,10,10,5 to 10 Years,2021,1,New,2
ambush,Premium,2,1,2014,10,10,5 to 10 Years,2022,0,Exit,1
amina muaddi,Premium,3,3,1925,99,99,50 to 100 Years,2020,1,New,4
amina muaddi,Premium,3,3,1925,99,99,50 to 100 Years,2021,1,In,17
amina muaddi,Premium,3,3,1925,99,99,50 to 100 Years,2022,1,In,18
amiri,Premium,1,1,2009,15,15,10 to 20 Years,2022,1,New,4
andrew gn,Premium,17,8,1956,68,68,50 to 100 Years,2006,1,New,3
andrew gn,Premium,17,8,1956,68,68,50 to 100 Years,2007,0,Exit,3
andrew gn,Premium,17,8,1956,68,68,50 to 100 Years,2008,1,New,2
andrew gn,Premium,17,8,1956,68,68,50 to 100 Years,2009,1,In,7
andrew gn,Premium,17,8,1956,68,68,50 to 100 Years,2010,1,In,7
andrew gn,Premium,17,8,1956,68,68,50 to 100 Years,2011,1,In,7
andrew gn,Premium,17,8,1956,68,68,50 to 100 Years,2012,0,Exit,1
andrew gn,Premium,17,8,1956,68,68,50 to 100 Years,2020,1,New,5
andrew gn,Premium,17,8,1956,68,68,50 to 100 Years,2021,1,In,18
andrew gn,Premium,17,8,1956,68,68,50 to 100 Years,2022,1,In,19
aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,2013,1,New,4
aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,2014,1,In,13
aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,2015,1,In,15
aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,2016,1,In,16
aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,2017,1,In,17
aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,2018,1,In,17
aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,2019,1,In,16
aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,2020,1,In,17
aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,2021,1,In,20
aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,2022,1,In,22
area,Premium,3,2,2008,16,16,10 to 20 Years,2020,1,New,6
area,Premium,3,2,2008,16,16,10 to 20 Years,2021,0,Exit,3
area,Premium,3,2,2008,16,16,10 to 20 Years,2022,1,New,7
bally,Premium,2,2,1997,27,27,20 to 50 Years,2021,1,New,4
